name,serving_size,calories,saturated_fat,protein,carbohydrate,fat,fiber,sugars,saturated_fatty_acids,monounsaturated_fatty_acids,Category,Type
"Seasoning mix, original, taco, dry",100 g,322,,4.50 g,58.00 g,0.00 g,13.3 g,10.83 g,0.000 g,0,Carbs,Other
"Artichokes, raw, (globe or french)",100 g,47,,3.27 g,10.51 g,0.15 g,5.4 g,0.99 g,0.036 g,0.005 g,Vegetables,Vegetables (Vegan)
"Milk, calcium reduced, nonfat, dry",100 g,354,0.1g,35.50 g,51.80 g,0.20 g,0.0 g,0,0.124 g,0.058 g,Protein,Dairy (Vegetarian)
"Squash, raw, all varieties, summer",100 g,16,,1.21 g,3.35 g,0.18 g,1.1 g,2.20 g,0.044 g,0.016 g,Vegetables,Vegetables (Vegan)
"Squash, raw, all varieties, winter",100 g,34,,0.95 g,8.59 g,0.13 g,1.5 g,2.20 g,0.027 g,0.010 g,Vegetables,Vegetables (Vegan)
"Crackers, reduced fat, whole-wheat",100 g,416,1.1g,11.34 g,75.52 g,7.59 g,10.9 g,1.22 g,1.067 g,1.609 g,Carbs,Other
"Salmonberries, raw (Alaska Native)",100 g,47,,0.85 g,10.05 g,0.33 g,1.9 g,3.66 g,0,0,Vegetables,Fish
"Gourd, raw, dishcloth (towelgourd)",100 g,20,,1.20 g,4.35 g,0.20 g,1.1 g,2.02 g,0.016 g,0.037 g,Vegetables,Vegetables (Vegan)
"Kefir, LIFEWAY, strawberry, lowfat",100 g,62,0.5g,3.39 g,10.20 g,0.90 g,0.0 g,9.21 g,0.533 g,0.262 g,Mixed,Other
"Macaroni and cheese, frozen entree",100 g,149,2.6g,5.60 g,17.28 g,6.41 g,1.1 g,1.53 g,2.608 g,1.433 g,Carbs,Dairy (Vegetarian)
"Turkey from whole, raw, light meat",100 g,114,0.3g,23.66 g,0.14 g,1.48 g,0.0 g,0.05 g,0.289 g,0.264 g,Protein,Poultry
"Mollusks, raw, mixed species, clam",100 g,86,0.2g,14.67 g,3.57 g,0.96 g,0.0 g,0.00 g,0.187 g,0.120 g,Protein,Other
"Macaroni, dry, enriched, vegetable",100 g,367,0.2g,13.14 g,74.88 g,1.04 g,4.3 g,0,0.150 g,0.120 g,Carbs,Other
"Seal, meat (Alaska Native), ringed",100 g,142,0.8g,28.40 g,0.00 g,3.20 g,0,0,0.820 g,1.720 g,Protein,Other
"Sea cucumber, yane (Alaska Native)",100 g,56,,13.00 g,0.00 g,0.40 g,0,0,0,0,Protein,Other
"KEEBLER, Original, Saltines, ZESTA",100 g,418,1.3g,8.20 g,76.10 g,9.00 g,2.5 g,1.60 g,1.300 g,2.200 g,Carbs,Other
"Focaccia, plain, Italian flatbread",100 g,249,0.9g,8.77 g,35.82 g,7.89 g,1.8 g,1.75 g,0.877 g,5.670 g,Carbs,Grains (Vegan)
"Vitasoy USA, Nasoya Lite Firm Tofu",100 g,54,0.2g,8.30 g,1.30 g,1.70 g,0.6 g,0.20 g,0.200 g,0.300 g,Mixed,Other
"Nuts, roasted, japanese, chestnuts",100 g,201,0.1g,2.97 g,45.13 g,0.80 g,0,0,0.118 g,0.419 g,Carbs,Nuts and Seeds (Vegan)
"Macaroni and Cheese, canned entree",100 g,82,0.9g,3.38 g,11.52 g,2.46 g,0.5 g,0.50 g,0.881 g,0.600 g,Mixed,Dairy (Vegetarian)
"Asparagus, drained, boiled, cooked",100 g,22,,2.40 g,4.11 g,0.22 g,2.0 g,1.30 g,0.048 g,0.000 g,Vegetables,Vegetables (Vegan)
"Onions, solids and liquids, canned",100 g,19,,0.85 g,4.02 g,0.09 g,1.2 g,2.20 g,0.016 g,0.013 g,Vegetables,Vegetables (Vegan)
"Frybread, made with lard (Apache)",100 g,309,3.6g,8.38 g,46.01 g,10.14 g,1.7 g,1.54 g,3.631 g,3.500 g,Carbs,Grains (Vegan)
"Taro shoots, without salt, cooked",100 g,14,,0.73 g,3.20 g,0.08 g,0,0,0.016 g,0.006 g,Vegetables,Other
"Fish, raw, farmed, rainbow, trout",100 g,141,1.4g,19.94 g,0.00 g,6.18 g,0.0 g,0.00 g,1.383 g,1.979 g,Protein,Fish
"Mollusks, canned, eastern, oyster",100 g,68,0.6g,7.06 g,3.91 g,2.47 g,0.0 g,0.00 g,0.631 g,0.250 g,Mixed,Other
"KEEBLER, Onion Crackers, TOASTEDS",100 g,479,3.4g,5.70 g,67.70 g,20.60 g,2.2 g,9.70 g,3.400 g,5.000 g,Carbs,Other
"Walrus, raw (Alaska Native), meat",100 g,199,2.6g,19.20 g,0.00 g,13.60 g,0,0,2.570 g,8.420 g,Protein,Other
"Parmesan cheese topping, fat free",100 g,370,3.1g,40.00 g,40.00 g,5.00 g,0.0 g,1.50 g,3.110 g,1.446 g,Protein,Dairy (Vegetarian)
"Fish, dry heat, cooked, sablefish",100 g,250,4.1g,17.19 g,0.00 g,19.62 g,0.0 g,0,4.099 g,10.328 g,Protein,Fish
"Grapefruit, all areas, white, raw",100 g,33,,0.69 g,8.41 g,0.10 g,1.1 g,7.31 g,0.014 g,0.013 g,Mixed,Other
"Peas, raw, sprouted, mature seeds",100 g,124,0.1g,8.80 g,27.11 g,0.68 g,0,0,0.124 g,0.061 g,Carbs,Other
"Nuts, roasted, chinese, chestnuts",100 g,239,0.2g,4.48 g,52.36 g,1.19 g,0,0,0.175 g,0.620 g,Carbs,Nuts and Seeds (Vegan)
"MORI-NU, extra firm, silken, Tofu",100 g,55,0.3g,7.40 g,2.00 g,1.90 g,0.1 g,0.99 g,0.300 g,0.345 g,Mixed,Other
"Fish, raw, wild, channel, catfish",100 g,95,0.7g,16.38 g,0.00 g,2.82 g,0.0 g,0,0.722 g,0.844 g,Protein,Fish
"Fish, raw, mixed species, grouper",100 g,92,0.2g,19.38 g,0.00 g,1.02 g,0.0 g,0,0.233 g,0.202 g,Protein,Fish
"Asparagus, drained solids, canned",100 g,19,0.1g,2.14 g,2.46 g,0.65 g,1.6 g,1.06 g,0.147 g,0.021 g,Vegetables,Vegetables (Vegan)
"Turkey, raw, all classes, gizzard",100 g,111,0.9g,18.80 g,0.00 g,3.37 g,0.0 g,0.00 g,0.929 g,0.795 g,Protein,Poultry
"Rice, cooked, medium-grain, brown",100 g,112,0.2g,2.32 g,23.51 g,0.83 g,1.8 g,0,0.165 g,0.300 g,Carbs,Grains (Vegan)
"Chicken, raw, meat only, roasting",100 g,111,0.7g,20.33 g,0.00 g,2.70 g,0.0 g,0.00 g,0.670 g,0.830 g,Protein,Poultry
"Pie fillings, low calorie, cherry",100 g,53,,0.82 g,11.98 g,0.16 g,1.2 g,9.15 g,0.000 g,0.000 g,Fruits,Fruits (Vegan)
"Frybread, made with lard (Navajo)",100 g,330,4.6g,6.69 g,48.26 g,12.22 g,0,2.03 g,4.621 g,4.411 g,Carbs,Grains (Vegan)
"Stew, hominy with mutton (Navajo)",100 g,83,0.7g,6.71 g,9.38 g,2.06 g,2.0 g,0.11 g,0.733 g,0.897 g,Mixed,Other
"PEPPERIDGE FARM, Deli Swirl Bread",100 g,247,0.9g,0.01 g,44.70 g,3.10 g,4.7 g,2.80 g,0.900 g,0.600 g,Carbs,Grains (Vegan)
"Crackers, low sodium, toast thins",100 g,442,3.2g,6.45 g,67.66 g,16.13 g,9.7 g,12.90 g,3.226 g,3.276 g,Carbs,Other
"SMART SOUP, Santa Fe Corn Chowder",100 g,55,,2.00 g,11.20 g,0.71 g,2.0 g,3.60 g,0.000 g,0,Mixed,Vegetables (Vegan)
"Fish, raw, wild, Atlantic, salmon",100 g,142,1g,19.84 g,0.00 g,6.34 g,0.0 g,0,0.981 g,2.103 g,Protein,Fish
"Bear, meat (Alaska Native), black",100 g,155,,20.10 g,0.00 g,8.30 g,0,0,0,0,Protein,Other
"Potato puffs, oven-heated, frozen",100 g,192,1.7g,2.13 g,27.29 g,9.05 g,2.0 g,0.27 g,1.657 g,4.544 g,Carbs,Other
"NABISCO, NABISCO GRAHAMS Crackers",100 g,424,1.6g,6.99 g,76.20 g,10.00 g,3.4 g,23.00 g,1.560 g,3.600 g,Carbs,Other
"Beef, chopped beef, smoked, cured",100 g,133,1.8g,20.19 g,1.86 g,4.42 g,0.0 g,0,1.810 g,1.830 g,Protein,Red Meat
"Caribou, raw (Alaska Native), eye",100 g,326,,10.80 g,0.00 g,31.40 g,0,0,0,0,Fats,Other
"Pie, prepared from recipe, cherry",100 g,270,3g,2.80 g,38.50 g,12.20 g,0,0,2.985 g,5.314 g,Carbs,Other
"Yogurt, nonfat, strawberry, Greek",100 g,82,0.1g,8.05 g,12.07 g,0.15 g,0.6 g,11.27 g,0.105 g,0.026 g,Mixed,Dairy (Vegetarian)
"Yogurt, lowfat, strawberry, Greek",100 g,103,1.6g,8.17 g,11.89 g,2.57 g,1.0 g,11.23 g,1.599 g,0.650 g,Mixed,Dairy (Vegetarian)
"Cheese, cheddar or colby, low fat",100 g,173,4.3g,24.35 g,1.91 g,7.00 g,0.0 g,0.52 g,4.342 g,2.082 g,Protein,Dairy (Vegetarian)
"Crustaceans, raw, dungeness, crab",100 g,86,0.1g,17.41 g,0.74 g,0.97 g,0.0 g,0,0.132 g,0.167 g,Protein,Other
"Fish, raw, yellowfin, fresh, tuna",100 g,109,0.2g,24.40 g,0.00 g,0.49 g,0.0 g,0.00 g,0.172 g,0.116 g,Protein,Fish
"Bread, somiviki (Hopi), blue corn",100 g,186,0.3g,3.10 g,39.84 g,1.53 g,3.6 g,12.94 g,0.289 g,0.347 g,Carbs,Grains (Vegan)
"Beans, canned, mature seeds, navy",100 g,113,0.1g,7.53 g,20.45 g,0.43 g,5.1 g,0.28 g,0.112 g,0.038 g,Carbs,Legumes (Vegan)
"Fish, raw, mixed species, snapper",100 g,100,0.3g,20.51 g,0.00 g,1.34 g,0.0 g,0.00 g,0.285 g,0.251 g,Protein,Fish
"Potatoes, with salt, flesh, baked",100 g,93,,1.96 g,21.55 g,0.10 g,1.5 g,1.70 g,0.026 g,0.002 g,Carbs,Other
"Game meat, roasted, cooked, horse",100 g,175,1.9g,28.14 g,0.00 g,6.05 g,0.0 g,0,1.900 g,2.120 g,Protein,Other
"Cheese, nonfat or fat free, Swiss",100 g,127,,28.40 g,3.40 g,0.00 g,0.0 g,1.33 g,0.000 g,0.000 g,Protein,Dairy (Vegetarian)
"Seeds, dried, breadnut tree seeds",100 g,367,0.5g,8.62 g,79.39 g,1.68 g,14.9 g,0,0.454 g,0.214 g,Carbs,Grains (Vegan)
"Turnip greens, unprepared, frozen",100 g,22,0.1g,2.47 g,3.67 g,0.31 g,2.5 g,0,0.073 g,0.020 g,Vegetables,Vegetables (Vegan)
"Snacks, barbecue-flavor, cornnuts",100 g,436,2.6g,9.00 g,71.70 g,14.30 g,8.4 g,0,2.580 g,7.360 g,Carbs,Nuts and Seeds (Vegan)
"Mollusks, baked or broiled, conch",100 g,130,0.4g,26.30 g,1.70 g,1.20 g,0.0 g,0.00 g,0.370 g,0.334 g,Protein,Other
"Taro, with salt, cooked, tahitian",100 g,44,0.1g,4.16 g,6.85 g,0.68 g,0,0,0.139 g,0.055 g,Vegetables,Other
"Mouse nuts, roots (Alaska Native)",100 g,81,,3.90 g,16.10 g,0.10 g,0,0,0,0,Carbs,Nuts and Seeds (Vegan)
"Buckwheat groats, cooked, roasted",100 g,92,0.1g,3.38 g,19.94 g,0.62 g,2.7 g,0.90 g,0.134 g,0.188 g,Carbs,Other
"Game meat, roasted, cooked, moose",100 g,134,0.3g,29.27 g,0.00 g,0.97 g,0.0 g,0.00 g,0.290 g,0.200 g,Protein,Other
"Turkey, raw, meat and skin, whole",100 g,143,1.5g,21.64 g,0.13 g,5.64 g,0.0 g,0.07 g,1.461 g,1.826 g,Protein,Poultry
"Yardlong beans, raw, mature seeds",100 g,347,0.3g,24.33 g,61.91 g,1.31 g,11.0 g,0,0.339 g,0.114 g,Protein,Legumes (Vegan)
"Tofu, salted and fermented (fuyu)",100 g,116,1.2g,8.92 g,4.38 g,8.00 g,0,0,1.157 g,1.767 g,Mixed,Other
"Mush, blue corn with ash (Navajo)",100 g,54,0.1g,0.66 g,11.74 g,0.49 g,1.1 g,0.19 g,0.074 g,0.109 g,Mixed,Vegetables (Vegan)
"Winged beans, raw, immature seeds",100 g,49,0.2g,6.95 g,4.31 g,0.87 g,0,0,0.238 g,0.250 g,Mixed,Legumes (Vegan)
"Fish, kippered, Atlantic, herring",100 g,217,2.8g,24.58 g,0.00 g,12.37 g,0.0 g,0.00 g,2.791 g,5.112 g,Protein,Fish
"Lasagna, prepared, frozen, cheese",100 g,130,2.1g,6.54 g,13.84 g,5.33 g,1.7 g,4.23 g,2.110 g,1.573 g,Mixed,Dairy (Vegetarian)
"KASHI, Sea Salt, Pita Crisps, TLC",100 g,381,0.9g,10.50 g,72.40 g,9.20 g,14.7 g,5.40 g,0.900 g,4.400 g,Carbs,Other
"SPAGHETTIOS, SpaghettiOs Original",100 g,67,0.2g,2.38 g,13.89 g,0.40 g,1.2 g,4.37 g,0.198 g,0.000 g,Mixed,Other
"Dressing, fat-free, honey mustard",100 g,169,0.3g,1.07 g,38.43 g,1.47 g,1.2 g,17.75 g,0.349 g,0.708 g,Carbs,Other
"Mollusks, raw, unspecified, whelk",100 g,137,,23.84 g,7.76 g,0.40 g,0.0 g,0.00 g,0.031 g,0.028 g,Protein,Other
"Mushrooms, drained solids, canned",100 g,25,,1.87 g,5.09 g,0.29 g,2.4 g,2.34 g,0.038 g,0.005 g,Vegetables,Vegetables (Vegan)
"Game meat, simmered, cooked, bear",100 g,259,3.5g,32.42 g,0.00 g,13.39 g,0.0 g,0.00 g,3.540 g,5.660 g,Protein,Other
"Rolls, plain, hamburger or hotdog",100 g,279,0.8g,9.77 g,50.12 g,3.91 g,1.8 g,7.28 g,0.842 g,0.748 g,Carbs,Other
"KASHI, Honey Sesame Crackers, TLC",100 g,398,0.9g,8.70 g,72.20 g,10.40 g,5.8 g,16.10 g,0.900 g,5.000 g,Carbs,Other
"Fish, raw, mixed species, whiting",100 g,90,0.2g,18.31 g,0.00 g,1.31 g,0.0 g,0.00 g,0.247 g,0.279 g,Protein,Fish
"Leavening agents, cream of tartar",100 g,258,,0.00 g,61.50 g,0.00 g,0.2 g,0.00 g,0.000 g,0.000 g,Carbs,Other
"Beans, with franks, canned, baked",100 g,142,2.4g,6.75 g,15.39 g,6.57 g,6.9 g,6.53 g,2.352 g,2.830 g,Carbs,Legumes (Vegan)
"Fish, dry heat, cooked, swordfish",100 g,172,1.9g,23.45 g,0.00 g,7.93 g,0.0 g,0.00 g,1.911 g,3.544 g,Protein,Fish
"Radishes, pickled, hawaiian style",100 g,28,0.1g,1.10 g,5.20 g,0.30 g,2.2 g,2.00 g,0.092 g,0.050 g,Vegetables,Vegetables (Vegan)
"Onions, unprepared, whole, frozen",100 g,35,,0.89 g,8.45 g,0.06 g,1.7 g,3.81 g,0.011 g,0.009 g,Vegetables,Vegetables (Vegan)
"Lasagna, baked, frozen, Vegetable",100 g,139,2.9g,6.87 g,14.18 g,6.04 g,1.9 g,2.54 g,2.866 g,1.721 g,Mixed,Other
SILK Banana-Strawberry soy yogurt,100 g,88,,2.35 g,17.06 g,1.18 g,0.6 g,10.59 g,0.000 g,0,Carbs,Dairy (Vegetarian)
"Vitasoy USA Azumaya, Silken Tofu",100 g,43,0.3g,4.82 g,0.58 g,2.40 g,0.2 g,0.20 g,0.300 g,0.500 g,Mixed,Other
"Moose, raw (Alaska Native), meat",100 g,103,0.2g,22.30 g,0.00 g,1.50 g,0.0 g,0.00 g,0.220 g,0.150 g,Protein,Other
"Bread crumbs, plain, grated, dry",100 g,395,1.2g,13.35 g,71.98 g,5.30 g,4.5 g,6.20 g,1.203 g,1.023 g,Carbs,Grains (Vegan)
Oven-roasted chicken breast roll,100 g,134,2.5g,14.59 g,1.79 g,7.65 g,0.0 g,0.43 g,2.480 g,2.816 g,Protein,Poultry
"Fish, dry heat, cooked, mahimahi",100 g,109,0.2g,23.72 g,0.00 g,0.90 g,0.0 g,0,0.241 g,0.155 g,Protein,Fish
"Emu, broiled, cooked, fan fillet",100 g,154,0.6g,31.27 g,0.00 g,2.30 g,0.0 g,0.00 g,0.583 g,0.917 g,Protein,Other
"Beans, raw, mature seeds, yellow",100 g,345,0.7g,22.00 g,60.70 g,2.60 g,25.1 g,0,0.671 g,0.226 g,Protein,Legumes (Vegan)
"Fish, dry heat, cooked, milkfish",100 g,190,,26.32 g,0.00 g,8.63 g,0.0 g,0,0,0,Protein,Fish
"Fish, dry heat, cooked, monkfish",100 g,97,,18.56 g,0.00 g,1.95 g,0.0 g,0,0,0,Protein,Fish
"Pheasant, raw, meat only, breast",100 g,133,1.1g,24.37 g,0.00 g,3.25 g,0.0 g,0,1.100 g,1.040 g,Protein,Other
"Burrito, frozen, bean and cheese",100 g,221,1.3g,7.07 g,34.01 g,6.30 g,3.4 g,3.21 g,1.343 g,1.298 g,Carbs,Legumes (Vegan)
"Potatoes, home-prepared, o'brien",100 g,81,0.8g,2.35 g,15.47 g,1.28 g,0,0,0.797 g,0.347 g,Carbs,Other
"MORI-NU, lite firm, silken, Tofu",100 g,37,0.1g,6.30 g,1.10 g,0.80 g,0.0 g,0.45 g,0.133 g,0.136 g,Mixed,Other
"Tofu, prepared with nigari, hard",100 g,145,1.4g,12.68 g,4.39 g,9.99 g,0.6 g,0,1.445 g,2.205 g,Protein,Other
"Fish, raw, Atlantic, ocean perch",100 g,79,0.3g,15.31 g,0.00 g,1.54 g,0.0 g,0.00 g,0.273 g,0.475 g,Protein,Fish
"Cereals, Dry, Quick Oats, QUAKER",100 g,371,1.1g,13.70 g,68.18 g,6.87 g,9.4 g,1.42 g,1.110 g,1.980 g,Carbs,Other
"Potatoes, drained solids, canned",100 g,60,0.1g,1.41 g,13.61 g,0.21 g,2.3 g,0,0.054 g,0.005 g,Mixed,Other
"T.G.I. FRIDAY'S, chicken fingers",100 g,325,3.9g,18.68 g,16.84 g,20.31 g,0.8 g,0.23 g,3.905 g,4.901 g,Protein,Poultry
"Seeds, roasted, breadfruit seeds",100 g,207,0.7g,6.20 g,40.10 g,2.70 g,6.0 g,0,0.729 g,0.344 g,Carbs,Grains (Vegan)
"Potato puffs, unprepared, frozen",100 g,178,1.4g,1.93 g,24.80 g,8.71 g,2.3 g,0.28 g,1.418 g,3.376 g,Carbs,Other
"Pie, prepared from recipe, pecan",100 g,412,4g,4.90 g,52.20 g,22.20 g,0,0,3.989 g,11.181 g,Carbs,Other
"Nuts, dried, japanese, chestnuts",100 g,360,0.2g,5.25 g,81.43 g,1.24 g,0,0,0.183 g,0.650 g,Carbs,Nuts and Seeds (Vegan)
"Pie, prepared from recipe, apple",100 g,265,3.1g,2.40 g,37.10 g,12.50 g,0,0,3.050 g,5.393 g,Carbs,Other
"Emu, pan-broiled, cooked, ground",100 g,163,1.2g,28.43 g,0.00 g,4.65 g,0.0 g,0.00 g,1.242 g,1.953 g,Protein,Other
"KEEBLER, Original Crackers, CLUB",100 g,486,3.6g,5.50 g,66.20 g,22.10 g,1.9 g,8.90 g,3.600 g,5.400 g,Carbs,Other
"Soup, home-prepared, beef, stock",100 g,13,,1.97 g,1.20 g,0.09 g,0.0 g,0.54 g,0.035 g,0.043 g,Vegetables,Red Meat
"Soup, home-prepared, fish, stock",100 g,16,0.2g,2.26 g,0.00 g,0.81 g,0.0 g,0.00 g,0.203 g,0.236 g,Vegetables,Fish
"Fish, raw, skipjack, fresh, tuna",100 g,103,0.3g,22.00 g,0.00 g,1.01 g,0.0 g,0,0.328 g,0.190 g,Protein,Fish
"Noodles, cooked, somen, japanese",100 g,131,,4.00 g,27.54 g,0.18 g,0,0,0.025 g,0.021 g,Carbs,Other
"Fish, raw, pumpkin seed, sunfish",100 g,89,0.1g,19.40 g,0.00 g,0.70 g,0.0 g,0,0.139 g,0.117 g,Protein,Fish
"Chicken, raw, all classes, liver",100 g,119,1.6g,16.92 g,0.73 g,4.83 g,0.0 g,0.00 g,1.563 g,1.249 g,Protein,Poultry
"Chicken, raw, all classes, heart",100 g,153,2.7g,15.55 g,0.71 g,9.33 g,0.0 g,0,2.660 g,2.370 g,Protein,Poultry
"Coriander (cilantro) leaves, raw",100 g,23,,2.13 g,3.67 g,0.52 g,2.8 g,0.87 g,0.014 g,0.275 g,Vegetables,Vegetables (Vegan)
"Snacks, almond, crisped rice bar",100 g,458,3.8g,7.00 g,64.60 g,20.40 g,3.6 g,0,3.770 g,7.500 g,Carbs,Grains (Vegan)
"Bread, oat bran, reduced-calorie",100 g,201,0.4g,8.00 g,41.30 g,3.20 g,12.0 g,3.52 g,0.445 g,0.684 g,Carbs,Grains (Vegan)
"Bread, toasted, enriched, raisin",100 g,297,1.2g,8.60 g,56.90 g,4.80 g,4.7 g,6.18 g,1.175 g,2.494 g,Carbs,Grains (Vegan)
"Bread, protein (includes gluten)",100 g,245,0.3g,12.10 g,43.80 g,2.20 g,3.0 g,1.44 g,0.332 g,0.183 g,Carbs,Grains (Vegan)
"Game meat, roasted, cooked, goat",100 g,143,0.9g,27.10 g,0.00 g,3.03 g,0.0 g,0.00 g,0.930 g,1.360 g,Protein,Other
"Chicken, raw, meat only, stewing",100 g,148,1.6g,21.26 g,0.00 g,6.32 g,0.0 g,0.00 g,1.570 g,1.940 g,Protein,Poultry
"Fish, dry heat, cooked, bluefish",100 g,159,1.2g,25.69 g,0.00 g,5.44 g,0.0 g,0,1.172 g,2.297 g,Protein,Fish
"Bagels, toasted, cinnamon-raisin",100 g,294,0.3g,10.60 g,59.30 g,1.80 g,2.5 g,6.43 g,0.295 g,0.188 g,Carbs,Other
"Mashu roots, raw (Alaska Native)",100 g,135,,5.80 g,22.60 g,2.40 g,0,0,0,0,Carbs,Other
"Sausage, smoked, turkey, Italian",100 g,158,3.4g,15.05 g,4.65 g,8.75 g,0.9 g,3.20 g,3.401 g,2.380 g,Protein,Poultry
"Succotash, raw, (corn and limas)",100 g,99,0.2g,5.03 g,19.59 g,1.02 g,3.8 g,0,0.190 g,0.198 g,Carbs,Other
"Fish, pickled, Atlantic, herring",100 g,262,2.4g,14.19 g,9.64 g,18.00 g,0.0 g,7.71 g,2.381 g,11.947 g,Protein,Fish
"Pasta, cooked, corn, gluten-free",100 g,126,0.1g,2.63 g,27.91 g,0.73 g,4.8 g,0,0.102 g,0.191 g,Carbs,Other
"Cheese, with vegetables, cottage",100 g,95,2.6g,10.90 g,3.00 g,4.20 g,0.1 g,0.37 g,2.646 g,1.189 g,Protein,Dairy (Vegetarian)
"Cabbage, raw, chinese (pak-choi)",100 g,13,,1.50 g,2.18 g,0.20 g,1.0 g,1.18 g,0.027 g,0.015 g,Vegetables,Other
"Salsify, raw, (vegetable oyster)",100 g,82,,3.30 g,18.60 g,0.20 g,3.3 g,0,0,0,Carbs,Other
"Cereals, dry, unenriched, farina",100 g,369,0.1g,10.60 g,78.00 g,0.50 g,1.9 g,0,0.080 g,0.060 g,Carbs,Other
"Yogurt, whole milk, plain, Greek",100 g,97,2.4g,9.00 g,3.98 g,5.00 g,0.0 g,4.00 g,2.395 g,2.136 g,Mixed,Dairy (Vegetarian)
"Bison, cooked, grass-fed, ground",100 g,179,3.5g,25.45 g,0.00 g,8.62 g,0.0 g,0.00 g,3.489 g,3.293 g,Protein,Other
"Beans, raw, mature seeds, french",100 g,343,0.2g,18.81 g,64.11 g,2.02 g,25.2 g,0,0.221 g,0.138 g,Protein,Legumes (Vegan)
"Game meat, roasted, cooked, deer",100 g,158,1.3g,30.21 g,0.00 g,3.19 g,0.0 g,0,1.250 g,0.880 g,Protein,Other
"Beans, raw, mature seeds, adzuki",100 g,329,0.2g,19.87 g,62.90 g,0.53 g,12.7 g,0,0.191 g,0.050 g,Protein,Legumes (Vegan)
"Fish, dry heat, cooked, tilefish",100 g,147,0.9g,24.49 g,0.00 g,4.69 g,0.0 g,0,0.868 g,1.332 g,Protein,Fish
"Fish, raw, mixed species, shark",100 g,130,0.9g,20.98 g,0.00 g,4.51 g,0.0 g,0.00 g,0.925 g,1.808 g,Protein,Fish
"English muffins, toasted, wheat",100 g,243,0.3g,9.40 g,48.70 g,2.10 g,5.0 g,1.70 g,0.312 g,0.305 g,Carbs,Other
"Beans, raw, mature seeds, white",100 g,333,0.2g,23.36 g,60.27 g,0.85 g,15.2 g,2.11 g,0.219 g,0.074 g,Protein,Legumes (Vegan)
"Fish, dry heat, cooked, tilapia",100 g,128,0.9g,26.15 g,0.00 g,2.65 g,0.0 g,0.00 g,0.940 g,0.955 g,Protein,Fish
"Crackers, fish-shaped, flavored",100 g,463,2.1g,10.16 g,65.67 g,17.71 g,3.1 g,1.18 g,2.059 g,10.342 g,Carbs,Fish
"Crackers, seasoned, wafers, rye",100 g,381,1.3g,9.00 g,73.80 g,9.20 g,20.9 g,0,1.287 g,3.270 g,Carbs,Other
"Fish, dry heat, cooked, lingcod",100 g,109,0.3g,22.64 g,0.00 g,1.36 g,0.0 g,0,0.255 g,0.447 g,Protein,Fish
"Grapefruit, Florida, white, raw",100 g,32,,0.63 g,8.19 g,0.10 g,0,0,0.014 g,0.013 g,Vegetables,Other
"Nuts, dried, chinese, chestnuts",100 g,363,0.3g,6.82 g,79.76 g,1.81 g,0,0,0.266 g,0.945 g,Carbs,Nuts and Seeds (Vegan)
"Bread, oatmeal, reduced-calorie",100 g,210,0.6g,7.60 g,43.30 g,3.50 g,0,0,0.599 g,0.822 g,Carbs,Grains (Vegan)
"Chicken patty, uncooked, frozen",100 g,292,4g,14.33 g,13.61 g,20.04 g,1.2 g,0.00 g,4.013 g,8.980 g,Fats,Poultry
"Turkey, raw, all classes, heart",100 g,140,1.9g,16.70 g,0.40 g,7.44 g,0.0 g,0.00 g,1.923 g,2.045 g,Protein,Poultry
"Turkey, raw, all classes, liver",100 g,128,1.7g,18.26 g,0.00 g,5.50 g,0.0 g,0.00 g,1.664 g,0.817 g,Protein,Poultry
"Fish, dry heat, cooked, haddock",100 g,90,0.1g,19.99 g,0.00 g,0.55 g,0.0 g,0.00 g,0.111 g,0.074 g,Protein,Fish
"Lima beans, raw, immature seeds",100 g,113,0.2g,6.84 g,20.17 g,0.86 g,4.9 g,1.48 g,0.198 g,0.050 g,Carbs,Legumes (Vegan)
"Chicken, raw, giblets, roasting",100 g,127,1.5g,18.14 g,1.14 g,5.04 g,0.0 g,0,1.540 g,1.280 g,Protein,Poultry
"Bread, toasted, sprouted, wheat",100 g,205,,14.30 g,36.82 g,0.00 g,5.7 g,2.86 g,0.000 g,0.000 g,Carbs,Grains (Vegan)
"Egg, hard-boiled, cooked, whole",100 g,155,3.3g,12.58 g,1.12 g,10.61 g,0.0 g,1.12 g,3.267 g,4.077 g,Protein,Eggs (Vegetarian)
"Eggs, frozen mixture, scrambled",100 g,131,1.1g,13.10 g,7.50 g,5.60 g,0.0 g,7.50 g,1.052 g,2.339 g,Protein,Eggs (Vegetarian)
"Emu, broiled, cooked, full rump",100 g,168,0.9g,33.67 g,0.00 g,2.68 g,0.0 g,0.00 g,0.870 g,1.079 g,Protein,Other
"Candies, TWIZZLERS CHERRY BITES",100 g,338,0.3g,2.97 g,79.38 g,1.70 g,0.1 g,0,0.250 g,0.490 g,Carbs,Other
"Crustaceans, canned, blue, crab",100 g,83,0.2g,17.88 g,0.00 g,0.74 g,0.0 g,0.00 g,0.201 g,0.129 g,Protein,Other
"Wheat, uncooked, KAMUT khorasan",100 g,337,0.2g,14.54 g,70.58 g,2.13 g,11.1 g,7.84 g,0.196 g,0.213 g,Carbs,Other
"Noodles, cooked, soba, japanese",100 g,99,,5.06 g,21.44 g,0.10 g,0,0,0.019 g,0.026 g,Carbs,Other
